 5  :			    Thick-,			     Angle,			      Prog,			   Current,			     Volts,			      Feed,			      Kerf,			      Kerf,			      Kerf,			      Kerf,			 LEADTABLE,			     Coner,			     Coner,			     Coner,			     Coner,			    Leadin,			    Leadin,			   LeadOut,			   Leadout,			          ,			BlindBevel,			BlindBevel,			BlindBevel,			BlindBevel,			          ,			     Bevel,			    PreCut,			   Pre Cut,			          ,			          ,			Arc Radius,			Arc Radius,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			DO NOT MODIFY,			 Verified1,			   BevType,			 Verified2,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 5  :			      ness,			     (Deg),			     Angle,			    (amps),			(not used),			      rate,			 Top Knife,			Bottom Knife,			  Top Land,			Bottom Land,			[DELIMITER],			      Loop,			      Loop,			      Loop,			      Loop,			    Length,			  Length 2,			    Length,			  Length 2,			          ,			  LoopType,			      Size,			      Type,			      Size,			          ,			    PreCut,			    Size 1,			    Size 2,			          ,			          ,			    Leadin,			   Leadout,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			             ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 5  :			      (mm),			          ,			     (Deg),			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			      Type,			     Angle,			    Size 1,			    Size 2,			          ,			          ,			          ,			          ,			          ,			        IN,			        IN,			       OUT,			       OUT,			          ,			          ,			          ,			          ,			          ,			          ,			  Internal,			  Internal,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			             ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        20,			        15,			        15,			       130,			       138,			      1800,			     1.194,			     2.514,			     0.596,			     1.257,			 LEADTABLE,			 LINE2OPEN,			        30,			        20,			        20,			        10,			        10,			        10,			        10,			          ,			  LINEOPEN,			        20,			  LINEOPEN,			        20,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        20,			        20,			        20,			       130,			       138,			      1800,			     1.196,			     2.685,			     0.597,			     1.342,			 LEADTABLE,			 LINE2OPEN,			        30,			        20,			        20,			        10,			        10,			        10,			        10,			          ,			  LINEOPEN,			        20,			  LINEOPEN,			        20,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        20,			        25,			        25,			       130,			       138,			      1400,			     1.227,			     3.147,			     0.613,			     1.573,			 LEADTABLE,			 LINE2OPEN,			        30,			        20,			        20,			        10,			        10,			        10,			        10,			          ,			  LINEOPEN,			        20,			  LINEOPEN,			        20,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        20,			        30,			        30,			       130,			       138,			      1400,			     1.077,			     3.718,			     0.538,			     1.858,			 LEADTABLE,			 LINE2OPEN,			        30,			        20,			        20,			        10,			        10,			        10,			        10,			          ,			  LINEOPEN,			        20,			  LINEOPEN,			        20,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        20,			        35,			        35,			       130,			       138,			      1200,			     0.842,			     4.697,			     0.421,			     2.348,			 LEADTABLE,			 LINE2OPEN,			        30,			        20,			        20,			        10,			        10,			        10,			        10,			          ,			  LINEOPEN,			        20,			  LINEOPEN,			        20,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        20,			        40,			        40,			       130,			       138,			      1200,			     0.643,			     6.092,			     0.321,			     3.046,			 LEADTABLE,			 LINE2OPEN,			        30,			        20,			        20,			        10,			        10,			        10,			        10,			          ,			  LINEOPEN,			        20,			  LINEOPEN,			        20,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        20,			        45,			        45,			       130,			       138,			      1100,			     0.455,			     6.092,			     0.227,			     3.046,			 LEADTABLE,			 LINE2OPEN,			        30,			        20,			        20,			        10,			        10,			        10,			        10,			          ,			  LINEOPEN,			        20,			  LINEOPEN,			        20,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			       -45,			       -45,			       130,			       138,			      1000,			     0.596,			     6.385,			          0.298,			         3.192,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			       -40,			       -40,			       130,			       138,			      1100,			     0.831,			     6.385,			          0.415,			         3.192,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			       -35,			       -35,			       130,			       138,			      1200,			     0.958,			     4.897,			          0.478,			         2.448,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			       -30,			       -30,			       130,			       138,			      1200,			     1.186,			     3.840,			          0.593,			         1.920,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			       -25,			       -25,			       130,			       138,			      1200,			     1.227,			     3.262,			          0.613,			         1.631,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			       -20,			       -20,			       130,			       138,			      1400,			     1.298,			     2.794,			          0.648,			         1.397,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			       -15,			       -15,			       130,			       138,			      1400,			     1.295,			     2.619,			          0.647,			         1.309,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			       -10,			       -10,			       130,			       138,			      1400,			     1.224,			     2.593,			          0.612,			         1.296,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			        -5,			        -5,			       130,			       138,			      1400,			     1.091,			     2.692,			          0.545,			         1.348,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			         0,			         0,			       130,			       138,			      1400,			       1.8,			       1.8,			       1.8,			       1.8,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			         5,			         5,			       130,			       138,			      1400,			     1.091,			     2.692,			         0.545,			          1.345,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			        10,			        10,			       130,			       138,			      1400,			     1.224,			     2.593,			         0.612,			          1.296,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			        15,			        15,			       130,			       138,			      1400,			     1.295,			     2.619,			         0.647,			          1.309,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			        20,			        20,			       130,			       138,			      1400,			     1.298,			     2.794,			         0.648,			          1.397,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			        25,			        25,			       130,			       138,			      1200,			     1.227,			     3.262,			         0.613,			          1.631,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			        30,			        30,			       130,			       138,			      1200,			     1.186,			     3.840,			         0.593,			          1.920,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			        35,			        35,			       130,			       138,			      1200,			     0.958,			     4.897,			         0.478,			          2.448,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			        40,			        40,			       130,			       138,			      1100,			     0.831,			     6.385,			         0.415,			          3.192,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        22,			        45,			        45,			       130,			       138,			      1000,			     0.596,			     6.385,			         0.298,			          3.192,			 LEADTABLE,			 LINE2OPEN,			        30,			        22,			        22,			        11,			        11,			        11,			        11,			          ,			  LINEOPEN,			        22,			  LINEOPEN,			        22,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        25,			       -45,			       -45,			       130,			       141,			       680,			     0.950,			     6.605,			          0.474,			         3.302,			 LEADTABLE,			 LINE2OPEN,			        30,			        25,			        25,			      12.5,			      12.5,			      12.5,			      12.5,			          ,			  LINEOPEN,			        25,			  LINEOPEN,			        25,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        25,			       -40,			       -40,			       130,			       141,			       800,			     1.082,			     6.605,			          0.541,			         3.302,			 LEADTABLE,			 LINE2OPEN,			        30,			        25,			        25,			      12.5,			      12.5,			      12.5,			      12.5,			          ,			  LINEOPEN,			        25,			  LINEOPEN,			        25,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        25,			       -35,			       -35,			       130,			       141,			      1000,			     1.246,			     5.163,			          0.623,			         2.581,			 LEADTABLE,			 LINE2OPEN,			        30,			        25,			        25,			      12.5,			      12.5,			      12.5,			      12.5,			          ,			  LINEOPEN,			        25,			  LINEOPEN,			        25,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        25,			       -30,			       -30,			       130,			       141,			      1100,			     1.350,			     4.147,			          0.674,			         2.073,			 LEADTABLE,			 LINE2OPEN,			        30,			        25,			        25,			      12.5,			      12.5,			      12.5,			      12.5,			          ,			  LINEOPEN,			        25,			  LINEOPEN,			        25,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        25,			       -25,			       -25,			       130,			       141,			      1100,			     1.332,			     3.434,			          0.666,			         1.717,			 LEADTABLE,			 LINE2OPEN,			        30,			        25,			        25,			      12.5,			      12.5,			      12.5,			      12.5,			          ,			  LINEOPEN,			        25,			  LINEOPEN,			        25,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        25,			       -20,			       -20,			       130,			       141,			      1200,			     1.400,			     2.903,			          0.700,			         1.451,			 LEADTABLE,			 LINE2OPEN,			        30,			        25,			        25,			      12.5,			      12.5,			      12.5,			      12.5,			          ,			  LINEOPEN,			        25,			  LINEOPEN,			        25,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        25,			       -15,			       -15,			       130,			       141,			      1200,			     1.396,			     2.724,			          0.697,			         1.362,			 LEADTABLE,			 LINE2OPEN,			        30,			        25,			        25,			      12.5,			      12.5,			      12.5,			      12.5,			          ,			  LINEOPEN,			        25,			  LINEOPEN,			        25,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        25,			       -10,			       -10,			       130,			       141,			      1200,			     1.324,			     2.695,			          0.662,			         1.347,			 LEADTABLE,			 LINE2OPEN,			        30,			        25,			        25,			      12.5,			      12.5,			      12.5,			      12.5,			          ,			  LINEOPEN,			        25,			  LINEOPEN,			        25,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        25,			        -5,			        -5,			       130,			       141,			      1200,			     1.191,			     2.792,			          0.595,			         1.396,			 LEADTABLE,			 LINE2OPEN,			        30,			        25,			        25,			      12.5,			      12.5,			      12.5,			      12.5,			          ,			  LINEOPEN,			        25,			  LINEOPEN,			        25,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        25,			         0,			         0,			       130,			       141,			      1200,			       1.9,			       1.9,			       1.9,			       1.9,			 LEADTABLE,			 LINE2OPEN,			        30,			        25,			        25,			      12.5,			      12.5,			      12.5,			      12.5,			          ,			  LINEOPEN,			        25,			  LINEOPEN,			        25,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        25,			         5,			         5,			       130,			       141,			      1200,			     1.191,			     2.792,			         0.595,			          1.396,			 LEADTABLE,			 LINE2OPEN,			        30,			        25,			        25,			      12.5,			      12.5,			      12.5,			      12.5,			          ,			  LINEOPEN,			        25,			  LINEOPEN,			        25,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
