 5  :			    Thick-,			     Angle,			      Prog,			   Current,			     Volts,			      Feed,			      Kerf,			      Kerf,			      Kerf,			      Kerf,			 LEADTABLE,			     Coner,			     Coner,			     Coner,			     Coner,			    Leadin,			    Leadin,			   LeadOut,			   Leadout,			          ,			BlindBevel,			BlindBevel,			BlindBevel,			BlindBevel,			          ,			     Bevel,			    PreCut,			   Pre Cut,			          ,			          ,			Arc Radius,			Arc Radius,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			DO NOT MODIFY,			 Verified1,			   BevType,			 Verified2,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 5  :			      ness,			     (Deg),			     Angle,			    (amps),			(not used),			      rate,			 Top Knife,			Bottom Knife,			  Top Land,			Bottom Land,			[DELIMITER],			      Loop,			      Loop,			      Loop,			      Loop,			    Length,			  Length 2,			    Length,			  Length 2,			          ,			  LoopType,			      Size,			      Type,			      Size,			          ,			    PreCut,			    Size 1,			    Size 2,			          ,			          ,			    Leadin,			   Leadout,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			             ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 5  :			      (mm),			          ,			     (Deg),			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			      Type,			     Angle,			    Size 1,			    Size 2,			          ,			          ,			          ,			          ,			          ,			        IN,			        IN,			       OUT,			       OUT,			          ,			          ,			          ,			          ,			          ,			          ,			  Internal,			  Internal,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			             ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        40,			        20,			        20,			       260,			       174,			     479.2,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        40,			        40,			        20,			        20,			        20,			        20,			          ,			  LINEOPEN,			        40,			  LINEOPEN,			        40,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        40,			        25,			        25,			       260,			       174,			     462.2,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        40,			        40,			        20,			        20,			        20,			        20,			          ,			  LINEOPEN,			        40,			  LINEOPEN,			        40,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        40,			        30,			        30,			       260,			       174,			     441.7,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        40,			        40,			        20,			        20,			        20,			        20,			          ,			  LINEOPEN,			        40,			  LINEOPEN,			        40,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        40,			        35,			        35,			       260,			       174,			     417.8,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        40,			        40,			        20,			        20,			        20,			        20,			          ,			  LINEOPEN,			        40,			  LINEOPEN,			        40,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        40,			        40,			        40,			       260,			       174,			     390.7,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        40,			        40,			        20,			        20,			        20,			        20,			          ,			  LINEOPEN,			        40,			  LINEOPEN,			        40,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			             ,			          ,			        -1,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        40,			        45,			        45,			       260,			       174,			     360.6,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        40,			        40,			        20,			        20,			        20,			        20,			          ,			  LINEOPEN,			        40,			  LINEOPEN,			        40,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			       -45,			       -45,			       260,			       185,			     275.8,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			       -40,			       -40,			       260,			       185,			     298.8,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			       -35,			       -35,			       260,			       185,			     319.5,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			       -30,			       -30,			       260,			       185,			     337.7,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			       -25,			       -25,			       260,			       185,			     353.5,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			       -20,			       -20,			       260,			       185,			     366.5,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			       -15,			       -15,			       260,			       185,			     376.7,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			       -10,			       -10,			       260,			       185,			     384.1,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			        -5,			        -5,			       260,			       185,			     388.5,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			         0,			         0,			       260,			       185,			       390,			      2.35,			      2.35,			      2.35,			      2.35,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			         5,			         5,			       260,			       185,			     388.5,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			        10,			        10,			       260,			       185,			     384.1,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			        15,			        15,			       260,			       185,			     376.7,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			        20,			        20,			       260,			       185,			     366.5,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			        25,			        25,			       260,			       185,			     353.5,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			        30,			        30,			       260,			       185,			     337.7,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			        35,			        35,			       260,			       185,			     319.5,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			        35,			        35,			       260,			       185,			     298.8,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        45,			        45,			        45,			       260,			       185,			     275.8,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        45,			        45,			      22.5,			      22.5,			      22.5,			      22.5,			          ,			  LINEOPEN,			        45,			  LINEOPEN,			        45,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			       -45,			       -45,			       260,			       188,			     190.9,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			       -40,			       -40,			       260,			       188,			     206.8,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			       -35,			       -35,			       260,			       188,			     221.2,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			       -30,			       -30,			       260,			       188,			     233.8,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			       -25,			       -25,			       260,			       188,			     244.7,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			       -20,			       -20,			       260,			       188,			     253.7,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			       -15,			       -15,			       260,			       188,			     260.8,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			       -10,			       -10,			       260,			       188,			     265.9,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			        -5,			        -5,			       260,			       188,			       269,			          ,			         0,			          ,			         0,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			         0,			         0,			       260,			       188,			       270,			      2.75,			      2.75,			      2.75,			      2.75,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			         5,			         5,			       260,			       188,			       269,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
 10 :			        50,			        10,			        10,			       260,			       188,			     265.9,			         0,			          ,			         0,			          ,			 LEADTABLE,			 LINE2OPEN,			        30,			        50,			        50,			        25,			        25,			        25,			        25,			          ,			  LINEOPEN,			        50,			  LINEOPEN,			        50,			          ,			      NONE,			         0,			         0,			          ,			          ,			         0,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			     VERIFIED,			         0,			        -1,			         0,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			          ,			
